Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
379,278,41,218,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet",IT Services,Hewlett-Packard,Netherlands,2013,Industry,11364,0,160816,227280,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Western Europe,Europe
380,279,41,219,Grifo06,"Itautec Cluster, Xeon E5-2643 4C 3.300GHz, Infiniband FDR, NVIDIA 2075",Petróleo Brasileiro S.A,Itautec,Brazil,2013,Industry,10368,8064,160300,357466,1470000,0,,,Cluster,Xeon E5-2643 4C 3.3GHz,Intel SandyBridge,3300,CentOS,Linux,NVIDIA 2075,4,Intel Xeon E5 (SandyBridge),Itautec Cluster,Itautec Cluster,Infiniband,Infiniband FDR,South America,Americas
381,280,34,24,Diamond,"SGI ICE 8200 Enh. LX, Xeon X5560 2.8Ghz",ERDC DSRC,SGI,United States,2009,Research,15360,0,160200,172032,2280600,0,774,206.98,MPP,Xeon X5560 4C 2.8GHz,Intel Nehalem,2800,SLES10 + SGI ProPack 5,Linux,None,4,Xeon 5500-series (Nehalem-EP),SGI ICE 8200 Enhanced LX,SGI ICE,Infiniband,Infiniband DDR,North America,Americas
382,281,39,112,Hexagon,"Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect",University of Bergen,Cray Inc.,Norway,2012,Academic,22272,0,160100,204902.4,0,0,342.3,467.72,MPP,Opteron 6276 16C 2.3GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6m-200,Cray XE,Cray Interconnect,Cray Gemini interconnect,Northern Europe,Europe
383,367,41,275,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Financial Institution,IBM,United Kingdom,2013,Industry,28320,0,159583.96,589055.89,0,0,588.3,271.26,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
384,282,42,282,,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,28992,0,159308,243533,0,0,,,Cluster,Opteron 4171 6C 2.1GHz,AMD x86_64,2100,Linux,Linux,None,6,"Opteron 4100-series ""Lisbon""",Cluster Platform SL335s Gen7,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
385,336,42,336,EL GATO,"iDataPlex DX360M4, Intel Xeon E5-2650v2  8C 2.6GHz, Infiniband FDR14, NVIDIA K20/K20x, Xeon Phi 5110P",University of Arizona,IBM,United States,2013,Academic,5800,4360,159000,253892,860160,0,,,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,"NVIDIA K20/K20x, Xeon Phi 5110P",8,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,North America,Americas
386,283,39,114,Blue Wonder,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Science and Technology Facilities Council - Daresbury Laboratory,IBM,United Kingdom,2012,Research,8192,0,158696,170394,0,0,170.16,932.63,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Northern Europe,Europe
387,340,41,260,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,28112,0,158411,584729.6,0,0,583.9,271.3,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
388,341,41,261,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,28112,0,158411,584729.6,0,0,583.9,271.3,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
389,342,41,262,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,28112,0,158411,584729.6,0,0,583.9,271.3,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
390,343,41,263,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,28112,0,158411,584729.6,0,0,583.9,271.3,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
391,339,41,259,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,28112,0,158411,584729.6,0,0,583.9,271.3,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
392,344,41,257,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,28112,0,158411,584729.6,0,0,583.9,271.3,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
393,345,41,258,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,28112,0,158411,584729.6,0,0,583.9,271.3,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
394,352,42,352,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,28112,0,158411,584729.6,0,0,672,235.73,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
395,284,42,284,,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,28800,0,158253,241920,0,0,,,Cluster,Opteron 4171 6C 2.1GHz,AMD x86_64,2100,Linux,Linux,None,6,"Opteron 4100-series ""Lisbon""",Cluster Platform SL335s Gen7,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
396,,43,396,Maverick,"Cluster Platform SL250s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Nvidia K40m",Texas Advanced Computing Center/Univ. of Texas,Hewlett-Packard,United States,2014,Academic,4620,1980,158100,247896,557568,0,,,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,Nvidia K40m,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
397,,43,397,,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",Financial Institution (P),IBM,France,2014,Industry,9180,0,158065.83,205632,0,0,192.8,819.84,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
398,,43,398,,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",Financial Institution (P),IBM,France,2014,Industry,9180,0,158065.83,205632,0,0,192.8,819.84,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
399,,43,399,,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",Financial Institution (P),IBM,France,2014,Industry,9180,0,158065.83,205632,0,0,192.8,819.84,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
400,,43,400,,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",Financial Institution (P),IBM,France,2014,Industry,9180,0,158065.83,205632,0,0,192.8,819.84,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
401,285,41,223,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet",Financial Service Provider,Hewlett-Packard,United States,2013,Industry,10288,0,157961,222221,0,0,,,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
402,288,41,226,,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Automotive,IBM,United States,2013,Industry,8336,0,157708,173389,0,0,181.31,869.83,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
403,286,41,224,,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Automotive,IBM,United States,2013,Industry,8336,0,157708,173389,0,0,181.31,869.83,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
404,287,41,225,,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Automotive,IBM,United States,2013,Industry,8336,0,157708,173389,0,0,181.31,869.83,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),IBM Flex System x240,IBM Flex System,Infiniband,Infiniband FDR,North America,Americas
405,290,40,160,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,14720,0,157240,306176,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
406,289,40,159,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,14720,0,157240,306176,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
407,291,41,229,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Manufacturing Company,Hewlett-Packard,United States,2013,Industry,10624,0,156853,220979,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
408,436,42,436,,"iDataPlex DX360M3, Xeon E5645 6C 2.4GHz, Gigabit Ethernet",Digital Media,IBM,United States,2013,Industry,27744,0,156338.18,266342.4,0,0,797.6,196.01,Cluster,Xeon E5645 6C 2.4GHz,Intel Nehalem,2400,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
409,292,42,292,,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband",Electronics,IBM,United States,2013,Industry,8224,0,155589,177638.4,0,0,213.82,727.66,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Infiniband,Infiniband,North America,Americas
410,293,42,293,,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband",Electronics,IBM,United States,2013,Industry,8224,0,155589,177638.4,0,0,213.82,727.66,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Infiniband,Infiniband,North America,Americas
411,294,41,231,,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet",IT Services Provider (B),Hewlett-Packard,China,2013,Industry,20016,0,155534,320256,0,0,,,Cluster,Xeon E5-2650 8C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
412,295,41,232,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",Banking (M),IBM,United States,2013,Industry,27600,0,155527,574080,0,0,573.3,271.28,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
413,296,41,233,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Service Provider,Hewlett-Packard,United States,2013,Industry,14560,0,154716,302848,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
414,297,41,234,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Service Provider,Hewlett-Packard,United States,2013,Industry,14560,0,154716,302848,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
415,298,42,298,,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",Telecommunication Company,Hewlett-Packard,China,2013,Industry,16152,0,154346,323040,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
416,299,38,75,Tera-100 Hybrid,"Bullx B505, Xeon E56xx (Westmere-EP) 2.40 GHz, Infiniband QDR",Commissariat a l'Energie Atomique (CEA),Bull SA,France,2011,Research,7020,5460,154000,274560,536576,0,,,Cluster,Xeon E5620 4C 2.4GHz,Intel Nehalem,2400,Linux,Linux,NVIDIA 2090,4,Xeon 5600-series (Westmere-EP),Bullx B505,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
417,300,41,236,,"Cluster Platform DL380e Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",Telecommunication Company,Hewlett-Packard,China,2013,Industry,15000,0,153900,300000,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
418,,43,418,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Telecommunication Company,IBM,China,2014,Industry,27296,0,153813.69,567756.8,0,0,653.4,235.41,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
419,,43,419,Cartesius Accelerator Island,"Bullx B515 cluster, Intel Xeon E5-2450v2 8C 2.5GHz, InfiniBand 4× FDR, Nvidia K40m",SURFsara,Bull SA,Netherlands,2014,Academic,3036,1980,153600,209880,709632,0,44.4,3459.46,Cluster,Intel Xeon E5-2450v2 8C 2.5GHz,Intel IvyBridge,2500,Bullx Linux,Linux,Nvidia K40m,8,Intel Xeon E5 (IvyBridge),Bullx B515 cluster,Bull Bullx,Infiniband,InfiniBand 4x FDR,Western Europe,Europe
420,301,41,237,,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,18896,0,153381,317453,0,0,,,Cluster,Xeon E5-2450 8C 2.1GHz,Intel SandyBridge,2100,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
421,,43,421,,"Cluster Platform SL210t, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR",Energy Company,Hewlett-Packard,United States,2014,Industry,9408,0,153357.9,180633.6,0,0,,,Cluster,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Cluster Platform SL210t,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
422,302,40,239,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",Engineering Company,IBM,China,2012,Industry,27136,0,152912.09,564428.8,0,0,649.57,235.41,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
423,303,37,56,VSC-2,"MEGWARE Saxonid 6100, Opteron 6132 HE 8C 2.2GHz, Infiniband QDR",Vienna Scientific Cluster,MEGWARE,Austria,2011,Academic,20776,0,152900,182829,1994496,0,430,355.58,Cluster,Opteron 6132 HE 8C 2.2GHz,AMD x86_64,2200,Linux,Linux,None,8,"Opteron 6100-series ""Magny-Cours"" ",MEGWARE Saxonid 6100,MEGWARE Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
424,304,42,304,,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,"Korea, South",2013,Industry,16260,0,152727.4,299184,0,0,,,Cluster,Xeon E5-2630 6C 2.3GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
425,370,41,279,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,27056,0,152461,562764.8,0,0,562,271.28,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
426,371,41,277,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,27056,0,152461,562764.8,0,0,562,271.28,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
427,372,41,278,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Internet Service,IBM,China,2013,Industry,27056,0,152461,562764.8,0,0,562,271.28,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
428,305,42,305,,"Cluster Platform DL380p Gen8 , Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,United States,2013,Industry,19104,0,152433,305664,0,0,,,Cluster,Xeon E5-2620 6C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
429,306,39,118,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR",VSC / Flemish Supercomputer Center,Hewlett-Packard,Belgium,2012,Academic,8448,0,152347.9,175718,1503761,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,Western Europe,Europe
430,307,35,31,MRI,"PowerEdge C6100 Cluster, Xeon X5660 2.8 Ghz, Infiniband",University of Colorado,Dell,United States,2010,Academic,15648,0,152200,175257.6,1757600,0,,,Cluster,Xeon X5660 6C 2.8GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),PowerEdge C6100 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas
431,308,42,308,,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet",Service Provider,IBM,China,2013,Industry,26976,0,152010.48,582682,0,0,645.74,235.41,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
432,,43,432,,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet",Service Provider,IBM,China,2014,Industry,26976,0,152010.48,561100.8,0,0,645.7,235.42,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),xSeries x3650M4 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
433,309,40,165,Faenov,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Microsoft Windows Azure,Hewlett-Packard,United States,2012,Industry,8064,0,151300,167731,2515968,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Windows Azure,Windows,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
434,310,42,310,,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",Aerospace Company,IBM,United States,2013,Industry,7664,0,150571.07,165542,0,0,151.84,991.64,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),BladeCenter HS23 Cluster,IBM BladeCenter,Infiniband,Infiniband QDR,North America,Americas
435,311,42,311,TSUBAME-KFC,"LX 1U-4GPU/104Re-1G  Cluster, Intel Xeon E5-2620v2 6C 2.100GHz, Infiniband FDR, NVIDIA K20x","GSIC Center, Tokyo Institute of Technology",NEC,Japan,2013,Academic,2720,2240,150400,217824,376000,160000,44,3418.18,Cluster,Intel Xeon E5-2620v2 6C 2.1GHz,Intel IvyBridge,2100,CentOS,Linux,NVIDIA K20x,6,Intel Xeon E5 (IvyBridge),LX 1U-4GPU/104Re-1G  Cluster,NEC Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
436,312,41,242,,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2013,Industry,16140,0,150289,296976,0,0,,,Cluster,Xeon E5-2630 6C 2.3GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
437,313,37,63,HPC,"PowerEdge 1950/SunFire X2200/IBM dx340/dx360/HP SL160/DL165, Xeon/Opteron 2.3-2.67GHz, Myrinet 10G",University of Southern California,Dell/Sun/IBM,United States,2011,Academic,20925,0,149900,196465,1790200,0,,,Cluster,Xeon E5410 4C 2.33GHz,Intel Core,2333,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",PowerEdge 1950/SunFire X2200/iDataPlex Cluster,Dell/Sun/IBM Cluster,Myrinet,Myrinet 10G,North America,Americas
438,314,41,244,,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,18448,0,149745,309926,0,0,,,Cluster,Xeon E5-2450 8C 2.1GHz,Intel SandyBridge,2100,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
